"Year","Coal","Oil","Gas","Cement"
1900,14.117392,0.516624,0,0
1901,13.758320,0.553264,0,0
1902,13.718016,0.582576,0,0
1903,14.703632,0.593568,0,0
1904,15.608766,0.556802,0,0
1905,16.015344,0.578912,0,0
1906,17.444304,0.611888,0,0
1907,17.964713,0.611767,0,0
1908,18.316336,0.604560,0,0
1909,19.312944,0.604560,0,0
1910,20.225280,0.608224,0,0
1911,21.463712,0.615552,0,0
1912,24.295984,0.626544,0,0
1913,26.893760,0.655856,0,0
1914,24.720851,1.103021,0,0
1915,23.995536,0.538608,0,0
1916,21.932628,0.465404,0,0
1917,8.335600,0.318768,0,0
1918,14.513100,0.014660,0,0
1919,20.697936,1.282400,0,0
1920,20.694516,1.476348,0,0
1921,21.940032,1.293392,0,0
1922,25.735936,1.535216,0,0
1923,25.292592,1.905280,0,0
1924,28.491264,2.103136,0,0
1925,31.525056,2.066496,0,0
1926,31.943007,2.385009,0,0
1927,35.097456,2.868912,0,0
1928,35.200048,2.806624,0,0
1929,38.409966,2.751420,0,0.105385
1930,37.570656,3.099744,0,0.109029
1931,41.424896,3.433448,0,0.098134
1932,38.362350,2.927277,0,0.127189
1933,35.276992,3.114400,0,0.178080
1934,35.507824,2.923872,0,0.196251
1935,33.815056,3.271952,0,0.178080
1936,36.042768,3.649344,0,0.199886
1937,39.377008,4.404128,0,0.218057
1938,38.006672,5.074640,0,0.225326
1939,40.432240,0,0,0.268937
1940,33.437664,0,0,0
1941,36.896503,0,0,0.228937
1942,34.412288,0,0,0.181714
1943,34.749376,0,0,0.178080
1944,23.229760,0,0,0.105394
1945,14.538752,0,0,0.112663
1946,30.707984,0.194192,0,0.199886
1947,36.906840,7.438531,0,0.258055
1948,38.142947,8.818564,0.010991,0.290720
1949,41.095424,9.119696,0.010992,0.272571
1950,42.681936,8.309952,0.014656,0.294377
1951,44.704464,9.922112,0.014656,0.345257
1952,43.825104,10.475376,0.029312,0.403379
1953,43.584055,11.222088,0.043965,0.425211
1954,44.092576,13.663056,0.175872,0.479726
1955,44.309755,15.893477,0.256465,0.545110
1956,44.986592,19.192032,0.296784,0.621463
1957,43.466032,20.020096,0.285792,0.654208
1958,41.927152,23.739056,0.366400,0.675977
1959,39.552880,26.344160,0.447008,0.792274
1960,40.816960,31.100032,0.648528,0.890400
1961,40.314992,33.697808,0.879360,0.941280
1962,42.278896,39.061904,0.963632,0.995794
1963,43.541062,45.475732,1.117565,1.028544
1964,38.136356,55.691244,1.538938,1.421005
1965,35.255008,60.675840,3.015472,1.468251
1966,32.467853,63.814481,5.719706,1.562742
1967,29.738045,64.968615,10.329171,1.653599
1968,27.316002,67.405121,17.034486,1.697211
1969,24.171408,71.422352,18.503200,1.628159
1970,18.807312,85.671648,35.346608,1.893413
1971,13.069828,79.818654,45.764551,1.921453
1972,10.347136,86.107664,59.151616,1.833991
1973,10.336144,87.855392,65.259504,1.779495
1974,11.072608,77.119872,70.052016,1.707672
1975,8.518800,70.590624,71.898672,1.477032
1976,9.225952,83.583168,74.958112,1.319616
1977,9.790427,78.272115,74.102390,1.404082
1978,11.010320,79.369568,78.043200,1.336988
1979,11.720907,89.572059,84.501182,1.190946
1980,12.699686,83.650848,79.122050,1.133543
1981,14.721952,66.911968,81.491024,0.940885
1982,12.838656,57.099776,62.683712,0.820973
1983,20.258256,49.595904,66.695792,0.763411
1984,25.263280,47.485440,70.528336,0.718857
1985,25.260242,46.958988,74.065932,0.603237
1986,23.383648,52.849536,66.977920,0.583438
1987,25.519760,56.081184,69.223952,0.494245
1988,28.333005,53.907086,62.733442,0.512006
1989,30.591424,53.543236,76.817487,0.462892
1990,36.093609,49.437253,75.022819,0.415800
1991,34.259232,50.815931,83.912983,0.497880
1992,34.466846,51.930712,82.528095,0.449000
1993,33.314086,51.941572,83.613828,0.458000
1994,36.511000,52.455116,80.556783,0.463000
1995,35.865287,53.170629,82.167595,0.428000
1996,34.641862,54.527234,91.305665,0.316000
1997,33.758627,54.240156,85.288633,0.376000
1998,34.434693,55.604504,84.315061,0.432000
1999,30.480576,56.175245,82.462677,0.517000
2000,31.788509,56.083618,82.368253,0.469000
2001,34.234763,56.734890,84.586926,0.478000
2002,34.725510,55.279104,83.939032,0.488790
2003,36.054809,56.652720,84.789421,0.433922
2004,35.516182,56.829324,87.100201,0.445866
2005,34.156647,56.810519,84.416523,0.420721
2006,32.945937,55.409938,82.233495,0.399936
2007,35.541245,54.747159,79.979461,0.402967
2008,34.516010,55.118842,83.698736,0.398937
2009,31.749774,52.015031,84.075578,0.416211
2010,33.054611,52.660954,94.172499,0.348186
2011,32.092750,52.532551,82.199224,0.350955
2012,34.336311,50.443446,78.573984,0.308087
2013,34.682000,48.443737,79.184432,0.274032
2014,38.171632,47.304432,69.378140,0.282303
2015,45.539379,47.297900,68.560598,0.249424
2016,42.642465,47.761179,71.762475,0.238980
2017,38.511008,47.636697,73.349254,0.297969
2018,35.112354,47.787074,72.736029,0.220412
2019,27.575562,47.835187,75.065301,0.006337
2020,19.402260,42.415439,73.124707,0
2021,24.982681,42.795012,69.826186,0
2022,24.317270,43.774895,57.125445,0
2023,17.237387,44.070026,53.688038,0
2024,18.605106,40.520726,53.668819,0
