"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.104014,0.980354,1.035144,0,0.074452,0.006561
2001,0.124307,1.060329,0.997547,0,0.064154,0.006597
2002,0.152381,1.147905,1.011196,0,0.056900,0.004647
2003,0.222421,1.201041,1.089573,0,0.053142,0.004786
2004,0.277483,1.258991,1.176993,0,0.057814,0.006623
2005,0.288236,1.303888,1.345428,0,0.061922,0.006809
2006,0.305348,1.261148,1.399103,0,0.064769,0.007430
2007,0.370158,1.344928,1.454452,0,0.060639,0.010026
2008,0.409279,1.290464,1.567789,0,0.078977,0.010932
2009,0.444466,1.280237,1.440804,0,0.069270,0.016197
2010,0.618270,1.293347,1.368832,0,0.063560,0.014699
2011,0.618060,1.320964,1.379425,0,0.080005,0.018673
2012,0.664503,1.447746,1.512565,0,0.091316,0.022138
2013,0.630403,1.539735,1.604424,0,0.115763,0.021932
2014,0.642537,1.546048,1.609532,0,0.130570,0.022730
2015,0.728267,1.435426,1.686234,0,0.134989,0.027553
2016,0.784249,1.595320,1.619747,0,0.192978,0.027997
2017,0.869059,1.502858,1.621590,0,0.257202,0.027810
2018,0.932195,1.523353,1.608401,0,0.250736,0.039787
2019,0.881025,1.655445,1.627744,0,0.248587,0.054012
2020,1.037130,1.375077,1.570092,0,0.258102,0.066744
2021,0.958847,1.325434,1.848662,0,0.284509,0.070486
2022,0.946973,1.600003,1.870031,0,0.298314,0.077285
2023,0.982596,1.786766,1.658574,0,0.294629,0.084553
