"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,2.354811,0.866273,0.416992,0,0.022419,0.002593
2001,2.327070,0.846287,0.434447,0,0.024589,0.005250
2002,2.283016,0.862555,0.423419,0,0.023947,0.005548
2003,2.350424,0.876110,0.471462,0,0.017446,0.007703
2004,2.281355,0.936209,0.497416,0,0.021599,0.011809
2005,2.307683,0.959637,0.512234,0,0.022689,0.020729
2006,2.403302,1.025972,0.518052,0,0.020917,0.029049
2007,2.342412,1.053566,0.518191,0,0.023942,0.038608
2008,2.311857,1.083064,0.563171,0,0.021780,0.068068
2009,2.170349,1.075472,0.543412,0,0.023878,0.093577
2010,2.305883,1.130850,0.584375,0,0.029177,0.115817
2011,2.301184,1.121421,0.592291,0,0.023159,0.147541
2012,2.144870,1.074135,0.627097,0,0.020107,0.194328
2013,2.234960,0.998447,0.626775,0,0.023930,0.188632
2014,2.070175,0.998989,0.612490,0,0.021290,0.218732
2015,2.037770,1.054775,0.615557,0,0.017761,0.244984
2016,2.072410,1.157714,0.657274,0,0.020614,0.232870
2017,2.083965,1.306610,0.690492,0,0.024526,0.244247
2018,2.085031,1.340239,0.717338,0,0.018763,0.238125
2019,1.857882,1.366144,0.751996,0,0.018584,0.279557
2020,1.722271,1.294109,0.758325,0,0.020028,0.306511
2021,1.904942,1.350390,0.805457,0,0.022035,0.326306
2022,1.784279,1.401934,0.669767,0,0.018473,0.398273
2023,1.505949,1.405195,0.704978,0,0.022409,0.477884
