"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,0.407977,0,0,0.017078,1.058123,2.975852
1966,"NaN",0,"NaN",0,0.416969,0,0,0.018763,1.156453,2.905512
1967,"NaN",0,"NaN",0,0.456765,0,0,0.024544,1.168030,2.891694
1968,"NaN",0,"NaN",0,0.515844,0,0,0.026686,1.280717,2.927776
1969,"NaN",0,"NaN",0.013577,0.560248,0,0,0.031325,1.504716,3.042332
1970,"NaN",0,"NaN",0.023969,0.581165,0,0,0.040865,1.465125,2.820643
1971,5.648566,0,"NaN",0.017424,0.623474,0,0,0.042355,1.536839,2.797092
1972,5.665005,0,"NaN",0.016188,0.591821,0,0,0.045435,1.620656,2.888726
1973,5.715533,0,"NaN",0.033474,0.616213,0,0,0.044307,1.672606,2.786776
1974,5.706908,0,"NaN",0.030135,0.579692,0,0,0.049029,1.603279,3.075307
1975,5.702457,0,"NaN",0.035115,0.677244,0,0,0.061378,1.605606,3.232693
1976,5.681066,0,"NaN",0.042563,0.693001,0,0,0.072934,1.656175,3.292683
1977,5.676315,0,"NaN",0.029026,0.739587,0,0,0.076192,1.740346,3.371635
1978,5.556888,0,"NaN",0.034692,0.897525,0,0,0.083236,1.849929,3.191496
1979,5.475659,0,"NaN",0.035188,0.846436,0,0,0.101242,1.952448,3.315933
1980,5.483756,0,"NaN",0.035891,0.846955,0,0,0.058539,1.946732,3.407487
1981,5.465991,0,"NaN",0.035337,0.882276,0,0,0.099898,2.048565,3.747830
1982,5.438873,0,"NaN",0.030213,0.727902,0,0,0.128042,2.086707,3.623375
1983,5.390196,0,"NaN",0.042128,0.685721,0,0,0.148946,2.144829,3.760356
1984,5.333277,0,"NaN",0.054086,0.749065,0,0,0.166768,2.251215,3.861499
1985,5.275637,0,"NaN",0.059017,0.706907,0,0,0.199453,2.388347,3.955989
1986,5.247986,0,"NaN",0.064275,0.701363,0,0,0.272524,2.455678,4.156600
1987,5.231897,0,"NaN",0.066633,0.638965,0,0,0.307064,2.479245,4.464626
1988,5.215085,0,"NaN",0.074453,0.697330,0,0,0.351934,2.662017,4.687378
