"Year","Coal","Oil","Gas","Cement"
1959,180.419024,5.459360,1.154160,2.627587
1960,188.868208,5.979648,1.469264,3.259953
1961,194.781904,6.961600,1.853984,3.637918
1962,202.260128,8.540784,2.077488,3.728775
1963,215.469095,9.394347,2.341259,3.794132
1964,224.643228,11.226665,2.682088,4.328498
1965,225.592480,13.505504,3.151040,4.731838
1966,228.934048,14.769584,3.762928,4.964432
1967,232.667664,16.125264,4.730224,5.502306
1968,244.337085,19.452434,6.276515,5.734976
1969,258.165880,20.672030,8.679908,5.847490
1970,261.488174,25.721590,10.915187,6.018447
1971,267.827408,27.322448,11.321760,6.409197
1972,280.944528,30.037472,11.732128,6.792249
1973,281.175360,34.617472,12.311040,7.486087
1974,288.935102,36.647715,12.655590,7.998173
1975,310.029360,41.465488,14.538752,8.746486
1976,327.184208,45.415280,16.242512,9.276734
1977,341.876848,49.584912,16.605248,9.887955
1978,351.839264,52.659008,16.392736,9.979051
1979,358.841168,55.832032,17.898640,8.736787
1980,380.898448,56.249728,17.858336,8.322566
1981,336.450464,48.723872,17.462624,6.359996
1982,349.736128,46.397232,17.708112,7.128958
1983,350.743728,44.869344,18.309008,7.101689
1984,366.147754,40.307323,18.763185,7.249100
1985,379.025597,41.158050,17.876803,6.447410
1986,383.063872,42.568352,19.492480,6.723966
1987,394.733712,42.099360,20.122688,6.776879
1988,377.561104,39.695450,19.891692,7.081723
1989,355.924624,39.453952,19.529120,7.267402
1990,302.284350,40.377400,18.721663,5.453461
1991,303.094349,40.781920,17.129285,5.414315
1992,293.860420,41.541348,16.610649,5.538101
1993,293.178512,43.173204,16.835654,5.147170
1994,283.682606,45.950728,18.123879,6.643182
1995,282.564664,46.827995,19.090827,6.666458
1996,293.186095,51.089954,19.810351,6.218924
1997,277.515809,53.949984,21.004005,6.738931
1998,251.777222,52.885691,20.625128,6.334246
1999,239.662917,55.017873,20.427957,6.177662
2000,228.826770,52.815203,21.837967,6.114182
2001,226.152070,52.748579,22.634688,4.956938
2002,219.897194,52.144807,22.422079,4.670148
2003,226.405784,55.606095,24.832391,4.565827
2004,226.423710,58.806873,26.562933,5.070056
2005,222.637677,60.416486,27.401471,5.057142
2006,232.308065,63.006967,27.630399,5.983742
2007,227.707322,65.993056,27.910751,7.050407
2008,220.472084,67.206668,28.134362,6.692993
2009,209.073544,67.906152,27.273371,5.757238
2010,220.927198,70.840483,29.134709,6.221494
2011,218.378981,70.505301,29.325030,7.379394
2012,214.039885,67.243809,30.558481,6.384301
2013,214.314382,62.552622,30.804007,5.874228
2014,202.997324,62.260020,29.463571,6.456416
2015,201.647484,65.674174,30.634010,6.341808
2016,202.098996,73.949025,32.419604,6.529685
2017,203.597988,83.546700,34.129784,6.996488
2018,198.803708,86.564000,34.283403,7.655328
2019,178.995592,88.130669,35.490789,7.692452
2020,160.834185,85.228164,36.626494,7.692452
