"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,0,0,0,0,0,0
1966,"NaN",0,"NaN",0,0,0,0,0,0,0
1967,"NaN",0,"NaN",0,0,0,0,0,0,0
1968,"NaN",0,"NaN",0,0,0,0,0,0,0
1969,"NaN",0,"NaN",0,0,0,0,0,0,0
1970,"NaN",0,"NaN",0,0,0,0,0,0,0
1971,2.728522,0,"NaN",0,0.027245,0,0,0.193074,0.428322,0.057230
1972,2.802974,0,"NaN",0,0.026864,0,0,0.190372,0.514927,0.056429
1973,2.817254,0,"NaN",0,0.049526,0,0,0.297578,0.567141,0.071474
1974,2.796177,0,"NaN",0,0.035461,0,0,0.351023,0.575404,0.061962
1975,2.819184,0,"NaN",0,0.062132,0,0,0.238884,0.656951,0.070033
1976,2.823734,0,"NaN",0,0.068849,0,0,0.341600,0.695154,0.067671
1977,2.833981,0,"NaN",0,0.059535,0,0,0.374270,0.669101,0.069095
1978,2.823034,0,"NaN",0,0.067324,0,0,0.387610,0.695640,0.065387
1979,2.816118,0,"NaN",0,0.076289,0,0,0.433611,0.752116,0.047520
1980,2.819619,0,"NaN",0,0.073944,0,0,0.527203,0.827449,0.061952
1981,2.778126,0,"NaN",0,0.077224,0,0,0.568858,0.831231,0.062042
1982,2.764497,0,"NaN",0,0.062869,0,0,0.718528,0.797657,0.073121
1983,2.815637,0,"NaN",0,0.077402,0,0,0.777654,0.693840,0.040252
1984,2.707458,0,"NaN",0,0.102088,0,0,0.873716,0.680557,0.015680
1985,2.693877,0,"NaN",0,0.081980,0,0,0.967180,0.740519,0.021371
1986,2.749101,0,"NaN",0,0.048746,0,0,1.064930,0.779387,0.031515
1987,2.434724,0,"NaN",0,0.054767,0,0,1.223614,0.750359,0.048520
1988,2.599991,0,"NaN",0,0.069973,0,0,1.409344,0.735653,0.048907
1989,2.621817,0,"NaN",0,0.093366,0,0,1.458574,0.787379,0.049874
1990,2.682233,0,"NaN",0,0.087826,0,0,1.536863,0.746821,0.109954
1991,2.635312,0,"NaN",0,0.081659,0,0,1.552385,0.679608,0.034480
1992,2.631145,0,"NaN",0,0.076152,0,0,1.661985,0.744260,0.031783
1993,2.591855,0,"NaN",0,0.057065,0,0,1.825175,0.817934,0.011624
1994,2.606991,0,"NaN",0,0.077987,0,0,1.898965,0.836264,0.010679
1995,2.565680,0,"NaN",0,0.033618,0,0,2.060592,1.065192,0.114051
1996,2.431854,0,"NaN",0,0.065624,0,0,2.173170,1.069292,0.061446
1997,2.468551,0,"NaN",0,0.062716,0,0,2.098324,1.205817,0.110769
1998,2.460312,0,"NaN",0,0.074049,0,0,2.225259,1.304384,0.031300
1999,2.467527,0,"NaN",0,0.069957,0,0,2.380129,1.141273,0.015188
2000,2.472194,0,"NaN",0,0.061715,0,0,2.524084,1.100334,0.106903
2001,2.470151,0,"NaN",0,0.079760,0,0,2.773253,1.289585,0.111249
2002,2.466247,0,"NaN",0,0.058673,0.000008,0,2.863884,1.271150,0.114037
2003,2.463884,0,"NaN",0,0.057287,0.000069,0,3.027207,1.294820,0.107157
2004,2.456392,0,"NaN",0,0.055985,0.000142,0,3.200873,1.201717,0.105542
2005,2.451229,0,"NaN",0,0.054792,0.000249,0,3.388490,1.191109,0.213273
2006,2.444450,0,"NaN",0,0.053792,0.000388,0.000115,3.625363,1.189399,0.320145
2007,2.441043,0,"NaN",0,0.052897,0.000636,0.000113,3.830477,1.112936,0.258541
2008,2.436211,0,"NaN",0,0.066087,0.001057,0.000202,4.054090,1.120754,0.269739
2009,2.422566,0.000078,"NaN",0,0.028577,0.001720,0.000350,4.600213,1.038762,0.334091
2010,2.403695,0.000155,"NaN",0,0.049088,0.002983,0.000343,4.670994,1.144133,0.210476
2011,2.373202,0.000230,"NaN",0,0.057652,0.003861,0.000337,4.693114,1.460563,0.309538
2012,2.343635,0.000302,"NaN",0,0.050429,0.005900,0.000331,5.050317,1.539467,0.252255
2013,2.310853,0.000373,"NaN",0,0.046397,0.008253,0.000324,5.130816,1.488178,0.344833
2014,2.271467,0.000443,"NaN",0,0.035422,0.010440,0.000318,5.314150,1.650230,0.204360
2015,2.228436,0.000195,"NaN",0,0.055169,0.012186,0.000312,5.897144,1.725883,0.601074
2016,2.174759,0.000205,"NaN",0,0.053356,0.013269,0.000306,5.959487,1.865742,0.436296
2017,2.121396,0.000203,"NaN",0,0.060964,0.015003,0.000301,5.917008,2.070621,0.483430
2018,2.053408,0.000200,"NaN",0,0.050357,0.016006,0.000296,6.032626,2.325902,0.523586
2019,2.004136,0.000198,"NaN",0,0.047190,0.018779,0.000291,6.728269,2.210706,0.838357
2020,2.000323,0.000208,"NaN",0,0.039568,0.022029,0.000288,6.432595,2.004614,0.936211
2021,1.948758,0.000205,"NaN",0,0.037927,0.025068,0.000283,6.617214,2.272692,0.811089
